28/06 17:14:08	frame	(862, 348, 888, 379)	unknown	
28/06 17:14:10	frame	(863, 349, 885, 376)	unknown	
28/06 17:14:11	frame	(864, 349, 886, 376)	unknown	
28/06 17:14:11	frame	(864, 349, 884, 375)	unknown	
28/06 17:14:13	frame	(850, 277, 867, 299)	unknown	
28/06 17:14:16	frame	(864, 349, 882, 372)	unknown	
28/06 17:14:17	frame	(862, 349, 887, 381)	unknown	
28/06 17:14:17	frame	(862, 349, 885, 379)	10229	
28/06 17:14:20	frame	(863, 348, 887, 380)	unknown	
28/06 17:14:20	frame	(862, 349, 891, 387)	unknown	
28/06 17:14:20	frame	(862, 349, 891, 387)	unknown	
28/06 17:14:21	frame	(863, 349, 885, 376)	unknown	
28/06 17:14:22	frame	(861, 349, 891, 387)	11455	
28/06 17:14:26	frame	(863, 348, 886, 377)	unknown	
28/06 17:14:26	frame	(863, 348, 887, 378)	11455	
28/06 17:14:34	frame	(863, 349, 887, 379)	unknown	
28/06 17:14:35	frame	(864, 349, 885, 375)	unknown	
28/06 17:14:38	frame	(862, 349, 887, 379)	unknown	
28/06 17:14:40	frame	(863, 349, 888, 378)	unknown	
28/06 17:14:42	frame	(862, 349, 888, 383)	unknown	
28/06 17:14:43	frame	(862, 348, 886, 377)	unknown	
28/06 17:19:44	frame	(796, 119, 812, 141)	unknown	
28/06 17:19:49	frame	(885, 252, 918, 293)	unknown	
28/06 17:19:50	frame	(863, 349, 885, 377)	11455	
28/06 17:19:51	frame	(863, 348, 887, 378)	unknown	
28/06 17:19:53	frame	(864, 349, 886, 376)	unknown	
28/06 17:19:55	frame	(864, 348, 886, 375)	unknown	
28/06 17:19:55	frame	(862, 348, 887, 378)	unknown	
28/06 17:19:55	frame	(864, 349, 886, 377)	unknown	
28/06 17:19:56	frame	(862, 348, 887, 378)	unknown	
28/06 17:19:56	frame	(862, 348, 887, 379)	unknown	
28/06 17:20:13	frame	(384, 349, 404, 372)	11455	
28/06 17:20:17	frame	(863, 349, 885, 375)	unknown	
28/06 17:20:18	frame	(864, 349, 886, 376)	unknown	
28/06 17:20:20	frame	(863, 348, 886, 377)	unknown	
28/06 17:20:24	frame	(863, 349, 885, 376)	unknown	
28/06 17:20:26	frame	(883, 251, 917, 291)	unknown	
28/06 17:20:26	frame	(840, 240, 910, 330)	unknown	
28/06 17:20:26	frame	(790, 253, 855, 330)	9563444161	
28/06 17:20:27	frame	(733, 268, 792, 340)	9563444161	
28/06 17:20:27	frame	(681, 258, 738, 330)	9563444161	
28/06 17:20:27	frame	(678, 251, 733, 320)	unknown	
28/06 17:20:27	frame	(862, 349, 889, 385)	10229	
28/06 17:20:27	frame	(862, 349, 890, 385)	11455	
28/06 17:20:28	frame	(689, 225, 755, 312)	unknown	
28/06 17:20:28	frame	(863, 349, 887, 378)	unknown	
28/06 17:20:28	frame	(862, 349, 890, 385)	11455	
28/06 17:20:31	frame	(864, 348, 886, 375)	unknown	
28/06 17:20:32	frame	(864, 348, 886, 375)	unknown	
28/06 17:20:33	frame	(864, 349, 885, 376)	unknown	
28/06 17:20:33	frame	(863, 349, 887, 379)	unknown	
28/06 17:20:34	frame	(863, 348, 887, 378)	unknown	
28/06 17:20:35	frame	(863, 349, 885, 377)	unknown	
28/06 17:20:36	frame	(864, 347, 890, 380)	10229	
28/06 17:20:37	frame	(486, 316, 504, 339)	unknown	
28/06 17:20:42	frame	(695, 10, 719, 39)	unknown	
28/06 17:20:44	frame	(926, 281, 944, 304)	10250	
28/06 17:20:52	frame	(792, 222, 845, 292)	9563444161	
28/06 17:20:53	frame	(791, 221, 843, 291)	9563444161	
28/06 17:20:54	frame	(793, 222, 845, 290)	9563444161	
28/06 17:20:55	frame	(793, 222, 844, 291)	9563444161	
28/06 17:20:57	frame	(720, 220, 774, 286)	9563444161	
28/06 17:20:58	frame	(721, 217, 772, 284)	9563444161	
28/06 17:20:58	postprocessing	(721, 217, 772, 284)	9563444161	../etc/evidence/9563444161_28-06_17-20-58.jpg
28/06 17:20:59	postprocessing	(721, 217, 772, 284)	9563444161	../etc/evidence/9563444161_28-06_17-20-59.jpg
28/06 17:21:00	postprocessing	(721, 217, 772, 284)	9563444161	../etc/evidence/9563444161_28-06_17-21-00.jpg
28/06 17:21:01	postprocessing	(721, 217, 772, 284)	9563444161	../etc/evidence/9563444161_28-06_17-21-01.jpg
28/06 17:21:04	frame	(799, 221, 848, 285)	10600	
28/06 17:21:04	frame	(788, 228, 840, 296)	unknown	
28/06 17:21:05	frame	(783, 221, 833, 287)	unknown	
28/06 17:21:05	frame	(799, 222, 847, 285)	unknown	
28/06 17:21:05	frame	(821, 222, 867, 280)	unknown	
28/06 17:21:07	frame	(849, 275, 866, 298)	unknown	
28/06 17:21:07	frame	(796, 223, 847, 289)	unknown	
28/06 17:21:07	postprocessing	(796, 223, 847, 289)	unknown	../etc/evidence/unknown_28-06_17-21-07.jpg
28/06 17:21:08	frame	(794, 217, 846, 285)	unknown	
28/06 17:21:08	frame	(793, 217, 846, 287)	9563444161	
28/06 17:21:08	frame	(796, 220, 846, 286)	9563444161	
28/06 17:21:08	frame	(798, 221, 847, 287)	9563444161	
28/06 17:21:08	postprocessing	(798, 221, 847, 287)	unknown	../etc/evidence/unknown_28-06_17-21-08.jpg
28/06 17:21:09	frame	(805, 229, 855, 293)	9563444161	
28/06 17:21:09	frame	(804, 228, 857, 296)	9563444161	
28/06 17:21:10	frame	(806, 230, 856, 293)	9563444161	
28/06 17:21:10	frame	(806, 231, 857, 294)	9563444161	
28/06 17:21:10	frame	(383, 351, 402, 373)	unknown	
28/06 17:21:10	frame	(785, 234, 833, 303)	11455	
28/06 17:21:13	frame	(802, 236, 853, 299)	unknown	
28/06 17:21:16	frame	(362, 341, 383, 367)	unknown	
28/06 17:21:17	frame	(361, 341, 384, 367)	unknown	
28/06 17:21:18	frame	(363, 341, 385, 367)	unknown	
28/06 17:21:21	frame	(805, 226, 859, 297)	9563444161	
28/06 17:21:23	frame	(805, 229, 856, 294)	9563444161	
28/06 17:21:23	frame	(804, 228, 857, 295)	9563444161	
28/06 17:21:23	frame	(802, 225, 855, 294)	9563444161	
28/06 17:21:24	frame	(826, 220, 879, 286)	9563444161	
28/06 17:21:25	frame	(916, 238, 979, 327)	unknown	
28/06 17:21:27	frame	(863, 348, 888, 379)	unknown	
28/06 17:21:28	frame	(863, 349, 886, 378)	11455	
28/06 17:21:32	frame	(863, 348, 886, 377)	11455	
28/06 17:21:35	frame	(863, 348, 885, 375)	10250	
28/06 17:21:37	frame	(863, 349, 885, 378)	unknown	
28/06 17:21:39	frame	(861, 349, 890, 385)	unknown	
28/06 17:21:41	frame	(861, 349, 890, 386)	11455	
28/06 17:21:42	frame	(863, 347, 886, 376)	unknown	
28/06 17:21:44	frame	(861, 349, 889, 386)	unknown	
28/06 17:21:44	frame	(862, 349, 890, 386)	unknown	
28/06 17:21:49	frame	(863, 349, 884, 375)	unknown	
28/06 17:22:00	frame	(862, 349, 887, 380)	unknown	
28/06 17:22:00	frame	(863, 349, 886, 378)	unknown	
28/06 17:22:02	frame	(863, 348, 885, 375)	unknown	
28/06 17:22:08	frame	(863, 348, 885, 374)	unknown	
28/06 17:22:09	frame	(863, 349, 887, 379)	unknown	
28/06 17:22:10	frame	(862, 348, 887, 378)	11455	
28/06 17:22:10	frame	(864, 349, 885, 375)	unknown	
28/06 17:22:11	frame	(863, 348, 886, 377)	unknown	
28/06 17:22:24	frame	(862, 347, 888, 378)	unknown	
28/06 17:22:25	frame	(863, 349, 885, 377)	unknown	
28/06 17:22:26	frame	(863, 349, 884, 376)	10250	
28/06 17:22:26	frame	(863, 349, 884, 375)	unknown	
28/06 17:22:27	frame	(861, 349, 889, 385)	unknown	
28/06 17:22:27	frame	(862, 349, 883, 375)	unknown	
28/06 17:22:28	frame	(863, 349, 884, 375)	unknown	
28/06 17:22:31	frame	(862, 348, 886, 377)	unknown	
28/06 17:22:32	frame	(864, 349, 885, 376)	unknown	
28/06 17:22:32	frame	(863, 348, 887, 377)	11455	
28/06 17:22:33	frame	(864, 348, 886, 375)	unknown	
28/06 17:22:33	frame	(864, 348, 886, 375)	10250	
28/06 17:22:33	frame	(862, 347, 887, 376)	unknown	
28/06 17:22:35	frame	(874, 255, 888, 271)	unknown	
28/06 17:22:55	frame	(863, 349, 885, 376)	unknown	
28/06 17:23:28	frame	(863, 349, 884, 375)	10250	
28/06 17:23:32	frame	(864, 349, 886, 376)	10250	
28/06 17:23:40	frame	(863, 349, 884, 375)	unknown	
28/06 17:23:40	frame	(863, 349, 883, 375)	unknown	
28/06 17:23:41	frame	(863, 349, 885, 375)	unknown	
28/06 17:23:41	frame	(863, 348, 884, 375)	unknown	
28/06 17:23:41	frame	(863, 349, 885, 375)	unknown	
28/06 17:23:42	frame	(863, 349, 885, 375)	unknown	
28/06 17:23:42	frame	(862, 349, 886, 378)	unknown	
28/06 17:23:42	frame	(863, 348, 887, 377)	unknown	
28/06 17:23:43	frame	(864, 348, 886, 375)	unknown	
28/06 17:23:49	frame	(863, 349, 887, 379)	unknown	
28/06 17:23:49	frame	(864, 349, 885, 375)	10250	
28/06 17:23:50	frame	(863, 349, 886, 379)	unknown	
28/06 17:23:50	frame	(862, 348, 888, 379)	unknown	
28/06 17:23:50	frame	(863, 349, 886, 380)	unknown	
28/06 17:23:50	frame	(863, 349, 886, 380)	unknown	
28/06 17:23:50	frame	(863, 349, 884, 376)	unknown	
28/06 17:23:51	frame	(863, 349, 884, 376)	10250	
28/06 17:23:51	frame	(862, 348, 887, 381)	unknown	
28/06 17:23:51	frame	(486, 316, 504, 339)	unknown	
28/06 17:23:51	frame	(485, 316, 503, 340)	unknown	
28/06 17:23:52	frame	(485, 316, 503, 340)	unknown	
28/06 17:23:52	frame	(862, 349, 887, 379)	unknown	
28/06 17:23:54	frame	(863, 349, 885, 376)	10250	
28/06 17:23:54	frame	(862, 348, 886, 378)	unknown	
28/06 17:23:54	frame	(864, 349, 886, 376)	unknown	
28/06 17:23:55	frame	(864, 348, 886, 375)	unknown	
28/06 17:23:55	frame	(862, 348, 887, 378)	unknown	
28/06 17:23:56	frame	(486, 316, 504, 340)	unknown	
28/06 17:23:57	frame	(486, 316, 504, 340)	11455	
28/06 17:23:58	frame	(863, 349, 886, 377)	10229	
28/06 17:23:59	frame	(863, 349, 886, 377)	unknown	
28/06 17:24:01	frame	(863, 348, 889, 381)	11455	
28/06 17:24:01	frame	(863, 349, 887, 379)	unknown	
28/06 17:24:02	frame	(862, 349, 886, 379)	unknown	
28/06 17:24:02	frame	(862, 348, 887, 378)	unknown	
28/06 17:24:02	frame	(862, 348, 887, 381)	unknown	
28/06 17:24:02	frame	(862, 348, 886, 377)	11455	
28/06 17:24:02	frame	(862, 348, 887, 377)	unknown	
28/06 17:24:03	frame	(486, 315, 504, 339)	unknown	
28/06 17:24:03	frame	(863, 348, 888, 380)	unknown	
28/06 17:24:05	frame	(863, 348, 884, 375)	unknown	
28/06 17:24:05	frame	(863, 349, 884, 375)	unknown	
28/06 17:24:06	frame	(863, 348, 884, 374)	unknown	
28/06 17:24:06	frame	(863, 349, 884, 375)	unknown	
28/06 17:24:08	frame	(862, 349, 886, 378)	unknown	
28/06 17:24:12	frame	(862, 351, 887, 384)	unknown	
28/06 17:24:12	frame	(863, 349, 886, 378)	11455	
28/06 17:24:12	frame	(863, 349, 887, 378)	unknown	
28/06 17:24:13	frame	(863, 349, 887, 379)	unknown	
28/06 17:24:13	frame	(863, 349, 887, 379)	unknown	
28/06 17:24:13	frame	(861, 351, 887, 383)	unknown	
28/06 17:24:14	frame	(862, 350, 888, 383)	10229	
28/06 17:24:19	frame	(863, 350, 885, 378)	unknown	
28/06 17:24:24	frame	(862, 349, 888, 381)	unknown	
28/06 17:24:25	frame	(864, 348, 886, 375)	unknown	
28/06 17:24:25	frame	(864, 349, 886, 376)	unknown	
28/06 17:24:26	frame	(864, 348, 884, 374)	unknown	
28/06 17:24:26	frame	(862, 348, 888, 381)	unknown	
28/06 17:24:31	frame	(862, 348, 887, 378)	unknown	
28/06 17:24:34	frame	(862, 348, 887, 380)	unknown	
28/06 17:24:41	frame	(486, 316, 504, 340)	unknown	
28/06 17:24:43	frame	(861, 349, 890, 386)	unknown	
28/06 17:24:46	frame	(483, 313, 503, 340)	unknown	
28/06 17:24:47	frame	(863, 349, 887, 378)	11455	
28/06 17:24:51	frame	(864, 348, 886, 375)	10250	
28/06 17:24:52	frame	(864, 347, 886, 375)	unknown	
28/06 17:24:52	frame	(862, 347, 887, 379)	11455	
28/06 17:24:52	frame	(873, 255, 888, 272)	unknown	
28/06 17:24:52	frame	(864, 347, 886, 375)	unknown	
28/06 17:24:52	frame	(873, 255, 888, 272)	unknown	
28/06 17:24:55	frame	(862, 348, 887, 377)	unknown	
28/06 17:24:55	frame	(862, 348, 886, 378)	unknown	
28/06 17:24:56	frame	(863, 348, 886, 377)	10250	
28/06 17:24:56	frame	(863, 348, 886, 377)	11455	
28/06 17:24:57	frame	(863, 348, 888, 380)	unknown	
28/06 17:24:59	frame	(863, 348, 886, 377)	unknown	
28/06 17:25:00	frame	(863, 348, 886, 377)	unknown	
28/06 17:25:00	frame	(864, 348, 885, 374)	unknown	
28/06 17:25:00	frame	(863, 348, 885, 377)	10229	
28/06 17:25:00	frame	(862, 348, 886, 378)	unknown	
28/06 17:25:00	frame	(863, 348, 886, 377)	unknown	
28/06 17:25:01	frame	(864, 348, 886, 375)	10250	
28/06 17:25:01	frame	(863, 349, 886, 378)	unknown	
28/06 17:25:02	frame	(862, 353, 890, 387)	unknown	
28/06 17:25:05	frame	(863, 349, 883, 375)	unknown	
28/06 17:25:08	frame	(862, 348, 887, 378)	unknown	
28/06 17:25:09	frame	(863, 348, 886, 375)	unknown	
28/06 17:25:09	frame	(864, 348, 887, 375)	10250	
28/06 17:25:10	frame	(863, 347, 888, 378)	10250	
28/06 17:25:10	frame	(863, 348, 885, 375)	10250	
28/06 17:25:10	frame	(864, 348, 886, 375)	10250	
28/06 17:25:13	frame	(486, 316, 503, 339)	unknown	
28/06 17:25:13	frame	(863, 348, 885, 375)	10250	
28/06 17:25:14	frame	(863, 347, 885, 374)	unknown	
28/06 17:25:19	frame	(863, 349, 886, 376)	unknown	
28/06 17:25:21	frame	(862, 349, 889, 385)	unknown	
28/06 17:25:21	frame	(864, 349, 885, 375)	unknown	
28/06 17:25:22	frame	(863, 349, 885, 377)	unknown	
28/06 17:25:22	frame	(864, 349, 885, 374)	unknown	
28/06 17:25:22	frame	(864, 348, 884, 374)	unknown	
28/06 17:25:23	frame	(864, 349, 886, 375)	unknown	
28/06 17:25:23	frame	(863, 348, 887, 378)	11455	
28/06 17:25:24	frame	(876, 356, 895, 384)	unknown	
28/06 17:25:25	frame	(729, 540, 767, 605)	unknown	
28/06 17:25:25	frame	(383, 349, 404, 372)	unknown	
28/06 17:25:29	frame	(797, 115, 821, 149)	unknown	
28/06 17:25:30	frame	(726, 284, 748, 318)	10250	
28/06 17:25:31	frame	(580, 124, 610, 160)	unknown	
28/06 17:25:32	frame	(863, 348, 886, 378)	10229	
28/06 17:25:32	frame	(863, 348, 886, 377)	11455	
28/06 17:25:34	frame	(862, 348, 886, 378)	unknown	
28/06 17:25:34	frame	(530, 151, 566, 199)	unknown	
28/06 17:25:34	frame	(523, 152, 556, 199)	unknown	
28/06 17:25:34	frame	(530, 153, 562, 197)	11455	
28/06 17:25:35	frame	(538, 172, 579, 226)	unknown	
28/06 17:25:36	frame	(862, 349, 887, 379)	unknown	
28/06 17:25:36	frame	(863, 349, 886, 377)	unknown	
28/06 17:25:37	frame	(863, 349, 886, 377)	unknown	
28/06 17:25:41	frame	(860, 348, 889, 386)	unknown	
28/06 17:25:41	frame	(362, 340, 386, 368)	unknown	
28/06 17:25:42	frame	(362, 341, 385, 367)	unknown	
28/06 17:25:42	frame	(361, 340, 383, 366)	unknown	
28/06 17:25:42	frame	(362, 341, 384, 367)	unknown	
28/06 17:25:42	frame	(361, 340, 384, 367)	unknown	
28/06 17:25:42	frame	(361, 339, 384, 369)	unknown	
28/06 17:25:43	postprocessing	(361, 339, 384, 369)	unknown	../etc/evidence/unknown_28-06_17-25-43.jpg
28/06 17:25:43	frame	(862, 349, 886, 379)	unknown	
28/06 17:25:44	frame	(861, 348, 889, 385)	unknown	
28/06 17:25:44	postprocessing	(361, 339, 384, 369)	unknown	../etc/evidence/unknown_28-06_17-25-44.jpg
28/06 17:25:45	frame	(863, 348, 887, 378)	unknown	
28/06 17:25:45	frame	(863, 349, 884, 376)	unknown	
28/06 17:25:45	postprocessing	(361, 339, 384, 369)	unknown	../etc/evidence/unknown_28-06_17-25-45.jpg
28/06 17:25:45	frame	(862, 349, 887, 380)	unknown	
28/06 17:25:45	frame	(863, 349, 886, 377)	unknown	
28/06 17:25:46	frame	(863, 349, 886, 377)	unknown	
28/06 17:25:46	frame	(864, 349, 884, 375)	unknown	
28/06 17:25:46	postprocessing	(361, 339, 384, 369)	unknown	../etc/evidence/unknown_28-06_17-25-46.jpg
28/06 17:25:47	frame	(362, 342, 385, 369)	11455	
28/06 17:25:47	postprocessing	(362, 342, 385, 369)	unknown	../etc/evidence/unknown_28-06_17-25-47.jpg
28/06 17:25:48	frame	(863, 349, 885, 375)	unknown	
28/06 17:25:48	postprocessing	(362, 342, 385, 369)	unknown	../etc/evidence/unknown_28-06_17-25-48.jpg
28/06 17:25:48	frame	(863, 348, 886, 377)	unknown	
28/06 17:25:49	frame	(863, 347, 888, 378)	unknown	
28/06 17:25:49	frame	(863, 348, 886, 377)	unknown	
28/06 17:25:49	postprocessing	(362, 342, 385, 369)	unknown	../etc/evidence/unknown_28-06_17-25-49.jpg
28/06 17:25:49	frame	(361, 340, 385, 368)	unknown	
28/06 17:25:49	frame	(864, 348, 885, 374)	unknown	
28/06 17:25:50	postprocessing	(361, 340, 385, 368)	unknown	../etc/evidence/unknown_28-06_17-25-50.jpg
28/06 17:25:51	postprocessing	(361, 340, 385, 368)	unknown	../etc/evidence/unknown_28-06_17-25-51.jpg
28/06 17:25:51	frame	(863, 349, 885, 375)	unknown	
28/06 17:25:51	frame	(863, 348, 886, 377)	unknown	
28/06 17:25:54	frame	(863, 349, 885, 378)	10229	
28/06 17:25:54	frame	(862, 350, 883, 376)	unknown	
28/06 17:25:55	frame	(862, 349, 885, 378)	unknown	
28/06 17:25:57	frame	(862, 348, 886, 378)	unknown	
28/06 17:25:57	frame	(863, 348, 887, 377)	unknown	
28/06 17:25:57	frame	(863, 349, 886, 376)	10250	
28/06 17:25:57	frame	(863, 348, 886, 377)	unknown	
28/06 17:25:57	frame	(861, 349, 890, 385)	11455	
28/06 17:25:59	frame	(862, 349, 886, 378)	unknown	
28/06 17:25:59	frame	(245, 238, 262, 263)	unknown	
28/06 17:26:00	frame	(863, 348, 887, 378)	unknown	
28/06 17:26:00	frame	(863, 348, 885, 375)	unknown	
28/06 17:26:03	frame	(861, 349, 890, 385)	11455	
28/06 17:26:04	frame	(863, 349, 886, 377)	unknown	
28/06 17:26:04	frame	(862, 349, 887, 382)	unknown	
28/06 17:26:05	frame	(860, 349, 890, 387)	11455	
28/06 17:26:06	frame	(862, 348, 888, 378)	unknown	
28/06 17:26:06	frame	(860, 348, 891, 386)	11455	
28/06 17:26:07	frame	(860, 349, 891, 387)	9944005072	
28/06 17:26:08	frame	(863, 348, 885, 375)	unknown	
28/06 17:26:08	frame	(863, 349, 884, 376)	10250	
28/06 17:26:09	frame	(862, 348, 886, 378)	unknown	
28/06 17:26:09	frame	(862, 349, 888, 383)	unknown	
28/06 17:26:10	frame	(863, 348, 884, 374)	unknown	
28/06 17:26:11	frame	(864, 349, 886, 376)	10250	
28/06 17:26:12	frame	(863, 349, 886, 377)	unknown	
28/06 17:26:13	frame	(863, 348, 885, 375)	unknown	
28/06 17:26:13	frame	(863, 349, 886, 377)	unknown	
28/06 17:26:15	frame	(863, 349, 884, 376)	unknown	
28/06 17:26:15	frame	(863, 349, 884, 376)	unknown	
28/06 17:26:15	frame	(861, 349, 889, 385)	unknown	
28/06 17:26:16	frame	(863, 349, 885, 376)	unknown	
28/06 17:26:16	frame	(862, 349, 887, 379)	unknown	
28/06 17:26:16	frame	(862, 349, 890, 385)	unknown	
28/06 17:26:19	frame	(863, 348, 886, 377)	unknown	
28/06 17:26:21	frame	(864, 348, 886, 376)	unknown	
28/06 17:26:21	frame	(863, 348, 885, 375)	unknown	
28/06 17:26:21	frame	(863, 348, 886, 377)	unknown	
28/06 17:26:21	frame	(863, 348, 887, 379)	unknown	
28/06 17:26:22	frame	(863, 348, 887, 377)	unknown	
28/06 17:26:22	frame	(863, 348, 888, 378)	unknown	
28/06 17:26:26	frame	(863, 348, 886, 377)	unknown	
28/06 17:26:27	frame	(863, 348, 886, 377)	11455	
28/06 17:26:27	frame	(863, 348, 887, 378)	11455	
28/06 17:26:29	frame	(862, 348, 885, 377)	10250	
28/06 17:26:30	frame	(862, 349, 885, 378)	11455	
28/06 17:26:31	frame	(863, 349, 886, 377)	unknown	
28/06 17:26:31	frame	(863, 349, 886, 377)	unknown	
28/06 17:26:31	frame	(863, 349, 886, 377)	unknown	
28/06 17:26:31	frame	(863, 348, 886, 377)	unknown	
28/06 17:26:32	frame	(364, 342, 386, 366)	11455	
28/06 17:26:32	frame	(863, 348, 886, 377)	unknown	
28/06 17:26:32	frame	(363, 342, 387, 369)	unknown	
28/06 17:26:32	frame	(862, 348, 887, 377)	unknown	
28/06 17:26:32	frame	(863, 348, 886, 377)	unknown	
28/06 17:26:33	frame	(863, 348, 887, 377)	unknown	
28/06 17:26:34	frame	(863, 348, 887, 377)	unknown	
28/06 17:26:37	frame	(361, 339, 386, 368)	unknown	
28/06 17:26:38	frame	(863, 348, 887, 377)	11455	
28/06 17:26:38	frame	(361, 338, 388, 368)	unknown	
28/06 17:26:39	frame	(863, 349, 883, 375)	unknown	
28/06 17:26:40	frame	(863, 349, 887, 378)	unknown	
28/06 17:26:41	frame	(862, 348, 887, 377)	10250	
28/06 17:26:42	frame	(863, 349, 885, 378)	unknown	
28/06 17:26:42	frame	(245, 238, 262, 264)	unknown	
28/06 17:26:43	frame	(862, 349, 886, 379)	unknown	
28/06 17:26:43	frame	(863, 348, 885, 375)	unknown	
28/06 17:26:47	frame	(863, 348, 886, 377)	unknown	
28/06 17:26:47	frame	(862, 348, 887, 379)	unknown	
28/06 17:26:48	frame	(863, 349, 887, 380)	unknown	
28/06 17:26:48	frame	(863, 348, 886, 376)	unknown	
28/06 17:26:48	frame	(863, 348, 886, 377)	unknown	
28/06 17:26:50	frame	(863, 349, 887, 378)	unknown	
28/06 17:26:51	frame	(862, 349, 886, 379)	unknown	
28/06 17:26:54	frame	(863, 349, 886, 381)	unknown	
28/06 17:26:55	frame	(245, 238, 263, 262)	unknown	
28/06 17:26:55	frame	(862, 348, 888, 379)	unknown	
28/06 17:26:56	frame	(863, 348, 886, 378)	unknown	
28/06 17:26:56	frame	(863, 349, 885, 376)	unknown	
28/06 17:26:57	frame	(860, 349, 890, 387)	unknown	
28/06 17:26:57	frame	(863, 348, 886, 377)	unknown	
28/06 17:26:57	frame	(863, 348, 886, 376)	10250	
28/06 17:26:58	frame	(863, 348, 886, 376)	11455	
28/06 17:26:58	frame	(863, 348, 886, 377)	10229	
28/06 17:26:58	frame	(863, 348, 887, 377)	11455	
28/06 17:26:59	frame	(863, 348, 887, 377)	unknown	
28/06 17:26:59	frame	(863, 349, 884, 376)	unknown	
28/06 17:26:59	frame	(863, 349, 885, 375)	unknown	
28/06 17:27:00	frame	(863, 349, 884, 375)	unknown	
28/06 17:27:00	frame	(863, 348, 883, 375)	unknown	
28/06 17:27:03	frame	(863, 348, 885, 375)	unknown	
28/06 17:27:04	frame	(862, 348, 887, 378)	unknown	
28/06 17:27:06	frame	(863, 348, 885, 376)	11455	
28/06 17:27:12	frame	(863, 348, 886, 377)	11455	
28/06 17:27:12	frame	(863, 348, 886, 376)	unknown	
28/06 17:27:13	frame	(862, 348, 886, 378)	unknown	
28/06 17:27:13	frame	(862, 348, 886, 378)	unknown	
28/06 17:27:13	frame	(862, 348, 886, 378)	unknown	
28/06 17:27:13	frame	(864, 349, 885, 375)	10250	
